sign_number,sign_text
1,天門一掛榜，預定奪標人，馬嘶芳草地，秋高聽鹿鳴。
2,地有神，甚威靈，興邦輔國，尊主庇民。
3,長安花不可及，春風中馬蹄疾，急早加鞭，驟然生色。
4,春花嬌媚，不禁雨打風飄；秋菊幽芳，反耐霜凌雪傲。
5,春雷震，夏風巽，臥龍起，猛虎驚，風雲會合，救濟蒼生。
6,非玄非奥，非淺非深，一個妙道，着意搜尋。
7,君須悟，勿誤疑，有平路，任驅馳，隨時變易，件件咸宜。
8,虎戀高山别有機，衆人目下尚狐疑，雁來嘹嚦黃花發，此際聲名達帝畿。
9,貴客相逢更可期，庭前枯木鳳來儀，好將短事求長事，休聽旁人説是非。
10,嘹嚦征鴻獨出羣，高飛羽翼更糾紛，雲程北進好音遂聞，朝雲暮雨交加有憑。
11,無踪又無跡，遠近均難覓，平地起風波，似笑還成泣。
12,神黯黯，意悠悠，收却線，莫下鈎。
13,得意宜逢婦，前程去有緣，利名終有望，三五月團圆。
14,鼎沸起風波，孤舟要渡河，巧中藏却拙，人事轉蹉跎。
15,意在閒中信未來，故人千里自徘徊，天邊雁足傳消息，一點梅花春色回。
16,心和同，事知同，門外好施功，交加事有終。
17,欲行還止，徘徊不已，藏玉懷珠，寸心千里。
18,心戚戚，口啾啾，一番思慮一番憂，説了休時又不休。
19,不遠不近，似易似難，等閑一事，雲中笑看。
20,桃李謝春風，西飛又復東，家中無意緒，船在浪濤中。
21,一水遠一水，一山旋一山，水窮山盡處，名利不為難。
22,事相扶，在半途，翻覆終可免，風波一點無。
23,喜喜喜，春風生桃李，不用強憂煎，明月人千里。
24,意孜孜，心戚戚，要平安，防出入。
25,見不見，也防人背面；遇不遇，到底無憑據。
26,一番桃李一番春，誰識當初氣象新。林下水邊尋活計，見山了了稱心意。
27,莫怪我見錯，心性自成疴，偏僻不通心，真人却不魔。
28,禄馬交馳，男兒得志時，行程早辦，榮歸樂期頤。
29,了却心頭事，三生夙有緣，香開十里桂，移步入天邊。
30,緣黃閣白了頭，畢竟成何濟，不如趁此精神，猶好買些真氣。
31,離别間，雖不易，同伴行，猶不滞，早早起程，免他失意。
32,樂之極矣憂將至，巽兌分明吉與凶，未能光大終幽暗，日落西山返照中。
33,歷過波濤三五重，誰知浪靜又無風，須教明達青雲路，用舍行藏不費功。
34,缺月又重圓，枯枝色更鮮，一條夷坦路，翹首望青天。
35,行路難行路難，今日方知行路難，前程廣大何足慮，瓊力今朝度此灘。
36,春景明，春色新，春意傍水生，春天無限好，好去宴瓊林。
37,萬馬歸元，千猿朝洞，虎伏龍降，道高德重。
38,黃鸝報上林，春色鮮明，提鞭快着，馬上速行程。
39,大肆放靈丹，救人行萬千，到頭登彼岸，渡過入仙班。
40,一帶水，碧澄澄，舟住江上，月到天心；穩步其中，玄妙不閒，非人誤己，幾喪生身。
41,桃李舒姘，春光鮮麗，良辰美景君須記，隨心所往事事相宜，無用多疑幹凟神祗。
42,隱中顯，顯中微，個中有玄機，參得透了，直上仙梯。
43,無上去，在前頭，回頭一悟，繩韁好收，千條萬線路常在，自好搜求。
44,四顧無門路，桃源路可通，修煉成正果，萬歲壽如松。
45,不用忙，不用慌，自有駐足鄉，鳴鼓響鐘地，三寶見門牆。
46,奔波一世，總是虚浮，無常一到萬事休，急早回頭。
47,真真真，人不識，真真真，神有靈，歸宗返本，方是元精。
48,走盡天涯，風霜歷遍，不如問人三天，漸漸有回首見。
49,沉沉疴染，不見天心，雷門一震，體健身輕。
50,財馬兩匆忙，官禄有定方，猪羊牛犬，自去主張。
51,空空空，空裏得成功，蟠桃千載熟，不怕五更風。
52,愁臉放，笑顏開，秋月掛高臺，人從千里來。
53,須着力，莫遠遊，長竿釣向蟾蜍窟，直欲雲中得巨鰲。
54,無蹤無跡，遠近難覓，旱海行舟，空勞費力。
55,細雨濛濛濕，江邊路不通，道途音信遠，憑仗借東風。
56,平地起雲煙，時下未能安，高處覓姻緣。
57,正直宜守，妄動生災，利通名達，葉落花開。
58,君子升，小人阻，征戰生離苦，前有吉人逢，信在馬牛人在楚，事要營求妥。
59,紛紛復紛紛，欷歔獨掩門，歛眉望燈火，伴我坐黃昏。
60,紅顏美，休掛懷，人在車中，舟行水裏。
61,橋已斷，路不通，登舟理楫，又遇狂風。
62,深潭月，照鏡影，一場空，安報信。
63,湖海意悠悠，烟波下釣鈎，若逢龍與兎，名利一齊周。
64,物不牢，人斷橋，重整理，慢心高。
65,入而易，出而難，懨懨到再三，交加意不堪。
66,事遲志速，而且反覆，直待歲寒，花殘果熟。
67,乘馬前進，所求吉貞，隨時諧美，缺月重明。
68,舟離古渡月離雲，人出潼關好問津，且向前行去求住，何須疑慮兩三心。
69,不足不足，難伸心曲，野塘雨過月如鈎，夢斷邯鄲眉黛愁。
70,美有堪，堪有美，始有終，終有始。
71,湖海悠悠，孤舟浪頭，來人未渡，殘照山樓。
72,深戶要牢扃，提防暗裏人，莫言無外事，縱好定遭迍。
73,江海悠悠，烟波下鈎，六鰲連獲，歌笑中流。
74,欲濟未濟，欲求强求，心無一定，一車兩頭。
75,一得一慮，退後欲先，路通大道，心自安然。
76,難難難，忽然平地起波瀾，易易易，談笑尋常終有望。
77,心有餘，力不足，倚仗春風，一歌一曲。
78,身不安，心不安，動静兩三番，終朝事必嘆。
79,事了物未了，人圓物未圓，要知端的信，日影上琅玕。
80,木向陽春發，三陰又伏根，樵夫不知道，砍去作柴薪。
81,一月缺，一鏡缺，不團圓，無可説。
82,車馬到臨，旌旗隱隱月分明，招安討叛，永大前程。
83,我何宿，我何宿，海東河北成名錄，一段神光，直冲天瀆。
84,金鱗入手，得還防走，若論周旋，謹言緘口。
85,傾一盃，展愁眉，天地合，好思為。
86,野鬼張弧射主人，暗中一箭鬼魂驚，忽然紅日沉江海，難破空中事不明。
87,福星照，吉宿臨，青天有日見天真，龍飛下載到明庭。
88,獨釣寒潭，中途興闌，水寒魚不餌，空載月明還。
89,不歸一，勞心力，貴人旁，宜借力。
90,雲盡月當中，光輝到處通，路途逢水順，千里快如風。
91,劍戟列山林，盗賊必來侵，敗走擒搜定，封侯蔭子孫。
92,岸濶水深舟易落，路遥山險步難行，蛇行自有通津日，月上天空分外明。
93,擬欲遷而未可遷，提防喜處惹勾連，前途若得陰人引，變化魚龍出大淵。
94,一人去，一人入，清風明月兩相猜，獲得金麟下釣臺。
95,喜未穩，悲已遭，大雨狂風吹古木，人人盡道不堅牢。
96,可以寄百里之命，可以托六尺之孤，鍾期旣遇毋遲誤。笑呼呼，他鄉聚首，各自樂康。
97,報道上林，春色鮮明，提鞭快着，馬上行程。
98,鼠入土穴，最可安身，日中不見，静夜巡行。
99,打起平生志，西南好去游，腰纏十萬貫，騎鶴上揚州。
100,喜喜喜，終防否，獲得驪龍頷下珠，忽然失却，還在水裡。
101,國有賢士，廷無佞臣，干戈不用，常享太平。
102,泰來否已極，諸事莫憂心，但須堷養元福，做些好事，行些方便，一點丹靈獨得真。
103,民樂業，官吏清，雍熙之世復見於今，告諸人千秋鴻業，仗此望明君。
104,安如泰山，穩如磐石，放膽前行，中通外直。
105,月中有丹桂，人終攀不着，雲梯足下生，此際好落脚。
106,天間一孤雁，嘹嚦歎離羣，試問知君者，而今有幾人。
107,紅葉無顏色，凋零一夜風，鄰鷄醒午夢，心事總成空。
108,事如麻，理多錯，日掩雲中，空成耽擱。
109,勿上舊轍，甘駕新車，東西南北，穩步康衢。
110,夜夢被鼠驚，醒來不見人，終宵廢寢，直到天明。
111,秋霜肅，夏日炎，新花鮮了舊花淹，世情看冷暖，逢者不須言。
112,未展英雄志，馳驅不憚勞，敢將休咎卜，西北奪前標。
113,疴染沉沉，終日昏昏，雷門一震，體健身輕。
114,易非易，難非難，忽地起波瀾，歡笑兩三番。
115,路不通，門閉塞，謹慎提防，雲藏月黑。
116,蝸角蠅頭利，而今已變通，草頭人笑汝，宜始不宜終。
117,珠玉走盤中，田園定阜豐，休言謀未遂，此去便亨通。
118,月已明，花再發，事悠悠，無不合。
119,朦朧秋月映朱門，林外鳥聲遠寺僧，自有貴人來接引，何須巧語似流鶯。
120,事未寬，心不安，疑慮久，始安然。
121,虚名虛位久沉沉，禄馬當求未見真，一片彩雲秋後至，去年風物一時新。
122,止止止，有終有始，似月如花，守成而已。
123,明月全圓，顏色欣然，風雲相送，和合萬年。
124,寶鏡親照兩人，心中結，合同心。
125,居下不親上，人心易散離，事機終失一，凡百盡成灰。
126,兀兀塵埃久待時，幽窗寂靜有誰知，若逢青紫人相引，財利功名自可期。
127,虎伏在路途，行人莫亂呼，路旁須仔細，災禍自然無。
128,和不和，同不同，翻雲覆雨几成空，進退須防終少功。
129,東邊事，西邊成，風物月華明，高樓弄笛聲。
130,事團圓，物周旋，一來一往，平步青天。
131,淺水起風波，平地生荆棘，言語慮參商，猶恐無端的。
132,秋月雲開後，薰風雨過時，若逢楚國舊知己，等閒一薦不須疑。
133,心已定，事何憂，金鱗已上鈎，功名一網收。
134,意迷己不迷，事寬心不寬，要知端的信，猶隔兩重山。
135,笑中生不足，內外見愁哭，雲散月光輝，轉禍當成福。
136,檐前鵲噪正翩翩，憂慮全消喜自然，一人進了一人退，下梢還有好姻緣。
137,荆棘生平地，風波起四方，倚欄惆悵望，無語對斜陽。
138,謀已定，事何憂，照月上重樓，雲中客點頭。
139,奇奇奇，地利與天時，燈花傳信後，動靜總相宜。
140,遇不遇，逢不逢，月沈海底，人在夢中。
141,暗中防霹靂，猜慮渾無實，轉眼黑雲收，擁出扶桑日。
142,利在中邦出戰征，一番獲醜在王庭，鳳啣丹詔歸陽畔，得享佳名四海榮。
143,堪歎外邊憂，更嗟門裡鬧，意緒更牽缠，心神亦顛倒。
144,一重水一重山，風波道坦然，壺中别有天。
145,遇險不須憂，風波何足忌，若遇草頭人，咫尺青雲路。
146,船棹中流急，花開春又逢，事寧心不静，惹起許多疑。
147,可蓄可儲，片玉寸珠，停停穩穩，前遇良圖。
148,小子早趨庭，青雲久問程，貴人來助力，花謝子還成。
149,一心兩事，一事兩心，新花枯樹，直待交春。
150,大事恐難圖；殘花不再鮮。
151,莫道事無訛，其中進退多，桂輪圆又缺，光彩更揩磨。
152,莫嘆事遲留，休言不到頭，長竿終入手，一釣上金鈎。
153,事稱應有忌，未為恐先躓，欲往且遲遲，還須借勢力。
154,足不安，輿不安，兩兩事相得，憂來却又歡。
155,鼎折足，車脱輻，有貴人，重整續。
156,參詳言語，波濤揚沸，事久無傷，時間不利。
157,貴客自相親，功名唾手成，獲金須積德，仰望太陽升。
158,平地起波瀾，所求事日難，笑談終有忌，同心事覺歡。
159,狂風吹起墨雲飛，月在天心遮不得，閒時無事暫相關，到底依然無尅剝。
160,人倚樓，許多愁，澹然進步，事始無憂。
161,一點着陽春，枯枝朶朶新，志專方遇合，切忌二三心。
162,道路迢遥，門庭閉塞，霧擁去兮，雲開見日。
163,魚上鈎，絲綸弱，收拾難，力再着。
164,相引更相牽，殷勤喜自然，施為無不利，愁事轉團圓。
165,疑疑疑，一番笑罷一番悲，落紅满地無人掃，獨對西風悵黛眉。
166,上下不和同，勞而未有功，出門通大道，從此保初終。
167,大事可成功，有益還無咎，雲中執鞭人，報在三秋後。
168,桑榆催暮景，缺月恐難圓，若遇刀錐客，方知喜自然。
169,遍書前後事，艱險往來難，若得清風便，扁舟過遠山。
170,莫歎残花，花開枯樹，屋頭春意，喜笑嘻嘻。
171,一事總成空，一事還成喜，若遇口邊人，心下堪憑委。
172,欲得月中兎，須憑桃李拂，高山來接引，雙喜照雙眉。
173,事遂勿憂煎，春風喜自然，更垂三尺鈎，得意獲鳞鮮。
174,圓又缺，缺又圓，低低密密要周旋，時來始見緣。
175,乘病馬，上危坡，防失跌，見蹉跎。
176,兩事已和同，輕舟遇便風，道迷人得意，歌唱急流中。
177,白玉蒙塵，黃金埋土，久久光輝，也須人舉。
178,上接不穩，下接不和，相纏相擾，平地風波。
179,背後笑嘻嘻，中行道最宜，所求終有望，不必皺雙眉。
180,憔悴無人問，林間聽杜鵑，一聲山月笛，千里淚涓涓。
181,菱荷香裏受深恩，桂魄圓時印綬新，從此威名山岳重，光輝直上位絲綸。
182,花落正逢春，行人在半程，事成還不就，索絆兩三旬。
183,欲行還止，徘徊不已，動摇莫强，得止且止。
184,心下事安然，周旋尚未全，逢龍還有吉，人月永團圓。
185,夢裏說關山，波深下釣難，利名終有望，目下未開顏。
186,三箭開雲路，營求指日成，許多閑口語，翻作笑歌聲。
187,休眷戀，誤前程，終鬧亂，出門庭。
188,萬裏波濤静，一天風月閒，利名無阻隔，行路出重關。
189,渴望梅，饑畫餅，漫勞心，如捉影，遇虎龍，方可省。
190,事迷心不迷，事寬心不寬，一場歡喜會，不久出重關。
191,夜半渡無船，驚濤恐拍天，月斜雲淡處，音信有人傳。
192,事若羈留，人不出頭，往來閉塞，要見無有。
193,萬里片帆轉，波平浪不驚，行行無阻滞，遠處更通津。
194,身歷驚濤，東風便好，太平身退，目下還早。
195,鶴自雲中出，人從月下歸，新歡盈臉上，不用皺雙眉。
196,深潭魚可釣，幽谷鳥可羅，只用久長心，不用生疑惑。
197,進不安，退不可，上下相從，明珠一顆。
198,着着占先機，其中路不迷，目前無合意，乍免是和非。
199,雀噪高枝上，行人古渡頭，半途不了事，日暮轉生愁。
200,鑿石得玉，淘沙得珠，眼前目下，何用躊躇。
201,無端風雨催春去，落盡枝頭桃李花，桃畔有人歌且笑，知君心事亂如麻。
202,閬苑一時春，庭前花柳新，聲傳好信息，草木盡欣欣。
203,門外事重叠，陰人多遇合，賢女雖助巧，渺渺終難洽。
204,事有喜，面有光，終始好商量，壼中日月長。
205,暗去有明來，憂心事可諧，終須成一笑，目下莫疑猜。
206,寶鏡無塵染，金貂已剪裁，也逢天意合，終不惹塵埃。
207,和合事，笑談成，喜音在半程，平步踏青雲。
208,花殘月缺，鏡破釵分，休來休往，事始安甯。
209,門外好音來，生涯應有慶，名利有更遷，雁行終折陣。
210,萬里好江山，風沙盡日間，已吞鈎上餌，何必遇波瀾。
211,雙燕啣書舞，指日一齊來，寂寞淹留客，從兹下釣臺。
212,望去幾重山，高深漸可攀，舉頭天上看，明月出人間。
213,用之則行，舍之則藏，一騎出重門，佳音咫尺間。
214,積德施功有子孫，榖牛祭神及西鄰，功名兩字成全日，回首山河萬物新。
215,安坦路平夷，雲中一雁飛，桃花逢驟雨，水畔女頻啼。
216,門內起干戈，親仇兩不和，朱衣臨日月，始覺笑呵呵。
217,有一人，獲一鹿，事團圓，門外索。
218,汝往無攸利，花開又及秋，嚴霜物薦至，退步不存留。
219,新月為鈎，清風作線，舉網烟波，錦鱗易見。
220,先關鎖，續提防，小節不知戒，因循成大殃。
221,燕語鶯啼，花開滿院，倚欄春睡覺，無語歛愁顏。
222,勞心勞心，勞心有成，清風借力，歡笑前程。
223,進步且徘徊，春風柳絮吹，水邊行客倦，枕畔有憂懷。
224,玉石猶終昧，那堪小悔多，終無咎，笑呵呵。
225,垂翼遥天去，皆因避難行，一途經濟意，又是滿園春。
226,佳信至，開笑顏，飛騰一去，披雲上天。
227,青氈空守舊，枝上巢生風，莫為一時喜，還疑此象凶。
228,莫言荆棘惡，終為鸞鳳棲，目前應有待，何用早躊躇。
229,上下和，憂愁決，千嶂雲，一輪月。
230,玉出崑岡石，舟離古渡灘，行藏終有望，用舍不為難。
231,目下意難舒，有客來徐徐，金車雖歷險，吝必有終與。
232,可以寄，可以託，事遲遲，無舛錯。
233,恐懼憂煎，皆在目前，若逢明鑑，指破空傳。
234,月掩雲間，昏迷道路，雲散月明，漸宜進步。
235,道路在招呼，風波一點無，時乖心緒亂，全仗貴人扶。
236,臨淵放鈎，清絕點埃，巨鰲隨得，不用疑猜。
237,無中應有直，心事還成戚，雲散月重圆，千里風帆急。
238,造化生來信自然，師征千里福綿綿，功名得就神明助，蛇兎相逢定變遷。
239,大仗神威，羣魔消滅，滅了又須威，神威亦極力，牢牢記取，免致久後失跌。
240,道必堅心，堅心必道成，建功勳，早回程，造茅庵，修真身，一日飛升，仙班列名。
241,一念上天堂，一念入地獄，地獄天堂，便分榮辱，自立念頭要真，不可隨人碌碌。
242,羊逸羣，日對民，逢牛口，便咬人，一個君一個臣，君臣有些驚，須仗真神拯救蒼生。
243,若是有緣人，一指便回首，執迷不悟者，屡引也不走。
244,月兒東升，清光可挹，萬里無雲，海天一碧。
245,男兒若得封侯印，不負人間走一遭，功成身退煙霞嘯傲，脱却紫羅袍，方是男兒道。
246,心月狐狸，迷惑世人，世人不察，延久傾身。
247,驀地狂風起，大樹盡掀揚，枝葉未凋零，培植終無恙。
248,虚日旺相，法要推尋，四圍旋繞，對敵冲營。
249,榮枯早定莫嗟傷，辛苦他邦安享家鄉，為他人作嫁衣裳，今日君嘗，他年改調别人嘗。
250,女兒大，喜臨門，嫁良人，添子孫，同拜受，感皇恩。
251,木生火，口不噤，瘋癫作症，寒熱相侵。
252,休休休，過了三年又六週，不猛省，禍到頭。
253,檻欄起火，孽畜遭殃，預防得力，滅火成康。
254,已遂心頭願，始知志氣伸，三山須把握，頻頻定太平。
255,福星照映，桂子香聞，滿天星斗，光耀逼人。
256,東南地將來成故墟，燕薊地蒼生無存濟，若要大奮雄心，水源不知何處？
257,死有日，生有時，何事慢躊躇，飄然一往，心上無疑。
258,往來行僻處，猝然着一驚，豺狼若當道，斬滅方稱心。
259,八門分八位，九星布九方，青赤黃白黑，五色卷錦装，交鋒對壘，兩兩相當。
260,終身不習上，在世卻枉然，輪廻不能免，永落深坑塹。
261,兩個子女，同到齊行，陰陽和合，謀作歡欣。
262,中有玄機賦，雞鳴方顯露，猛然悟禪關，打破君門路。
263,數尾金魚吞餌，絲竿釣了回頭，家食翻嫌太費，五湖四海遨遊。
264,卯日兒出林，午時正福臨，卯生於寅，方見天心。
265,日中不決，日到方明，一場好事，六耳同成。
266,狐宿是妖星，猿猴及樹精，入山遇此曜，迷了性和心。
267,滴漏聲催鷄唱，趱行人逐隊放，晚渡關津，前程無量。
268,人在天涯外，久乏信音來，家人频望眼，草木暢胸懷。
269,這顆樹下，一穴生成，若遷此土，福禄駢臻。
270,躬耕隴畝，形神似勞，無拘無繫，其樂陶陶。
271,禍來見鬼，鬼病淹纏，金羊得路，身脱災殃。
272,急起行，急起行，前途去，結同盟，隻手擎天柱，史册好標名。
273,深山據猛虎，虎嘯出山窩，揚威抖擻，何怕人多。
274,三天門，四地户，布陣成，明聚路，軍馬齊奔，鳴鼓進步。
275,山山山，山上建茅菴，不比人間棟宇，却如天上雲曇。
276,來去原無定處，時來時去安身，跋涉無虞，榮辱不計。
277,有子長，成水局，時遇火反發福，不必過憂煎，人心苦不足。
278,黑夜裡，勿前往，一有值，要着慌，牢牢記，須結黨。
279,蛰龍已出世，頭角首生成，雲興雨澤，得濟蒼生。
280,火勢薰天，天邊盡赤，遇際水源，庶乎成格。
281,向南有大道，乘馬入杭城，不知吳人唱，更有一知音。
282,有田一畝，儘可耕耘，無窮收獲，都在西成。
283,勿嫌兒無唇，疾足追不及，納入猿穴中，走狗何處覓。
284,六牛耕地，墾開無疆，收成結實，盈稟盈倉。
285,大奮冲天志，勿苦戀家鄉，七八君行早，揚武在沙場。
286,葵花向日，忠赤傾心，大開廣廈，樂享太平。
287,人不識仙，那有真訣，一入玄門，津津有益。
288,勿謂説話太沈，泥了就不成真，悟出千般奥妙，方識仙道最神。
289,功名雖多實際，何如修煉成真，真身不朽，萬載長春。
290,走走走，遇一狗，急思尋，可長久。
291,不知真消息，消息驀地來，月圓月缺夜，不許把門開。
292,火旺處要不疲，水深處要不呆，到頭當酌量，毋得惹他災。
293,賓雁繞湖地成陸，行建功勳早回程，貪戀終非世人福，莫教雞鶩會相爭。
294,天上風，天邊月，月白風清，兩兩相當。
295,葉歸根，長立天地，水清源長流河海，人得金丹長生淵涯。
296,乘馬去長安，看花花正發，一日雨來淋，香色盡凋零。
297,木長春天根幹老，子實三秋枝葉凋，不凋不謝，不見根牢。
298,叫道叫道，天將明了，何不伸首舒眉，反做蓬蒿到老。
299,藥餌真，服了甯，三劑後，足分明，神中神，清中清，固得緊，可長生。
300,三天曾結社，四海盡知名，長騎駿馬，直入天庭。
301,閑來夫子處，偶然遇一人，童顏鶴髮，笑裏生春。
302,閒雲野鶴望東行，惟有鄉人便是知音，經營佈置兩三春，聯街燈火後，錦片前程。
303,漢水無情，蜀水澄清，黃河滾滾，四處烟塵。
304,潛龍已受困，尚不見雲興，佇看雲四合，飛去到天庭。
305,此處滋味濃，濃豔不耐久，何如談笑生風，倒好東奔西走。
306,這裏有小人，切莫稍留停，忙打點，好起行，日月如逝勿久存。
307,龍生頭角，將沛甘霖，六七八早，好濟蒼生。
308,太白現西南，龍蛇相競逐，龍自飛上天，蛇却被刑戮。
309,曾把樹栽，也要待春來，東風嫋嫋，開遍花街。
310,四十餘年苦已深，而今汝樂度光陰，莫籌論，恩愛尚多歡喜事，惜甚青春，不減青春。
311,三冬足，文藝精，到頭處，亦成氷，急急回首，勿誤前程。
312,奇怪奇怪，前番來了，今番又來，謹慎提防，勿被弄壞。
313,耕牛伏軛，闢土開疆，坐看收獲，黍稷稻梁。
314,腰下佩青萍，步入金鑾殿，覆護三山，千錘百鍊。
315,雛鳥飛高，出谷遷喬，龍神牙爪，變化海島。
316,吉吉吉，尋常一樣窗前月，凶凶凶，有了梅花便不同，含笑向東風，人情不比舊時濃。
317,大火炎炎，宜水相濟，寶鼎丹成，掀天揭地。
318,鐵索一條，未把孤舟繫，金刀一下，早把頭落地。
319,十二時中，緊急煉着，一刻少延，無處下脚。
320,風起西南，紅日當天，奇門妙訣，一掌能看。
321,萬籟無聲際，一月正當空，忽被雲遮掩，皓魄反朦朧。
322,一個知音，却在天邊等，切勿因循，靜夜當思省。
323,衆犬相聚，礪齒咬牙，摇頭擺尾，只顧看家。
324,妻前夫後一同行，好比先機兆已明，君若有情須切記，十年恩義莫忘心。
325,鼠伏穴，本自甯，一露首，猫卽跟，揚威伸爪，鼠喪殘生。
326,書中有女顏如玉，書中自有黃金屋，讀盡五車書，志願自能足，何必焦勞心中忙碌。
327,豹變成文采，乘龍福自臻，赤身成富貴，事事得振新。
328,孤陽微兮，羣陰溢兮，力旣殫兮，將不可耄兮，真謹慎兮，宜可保兮。
329,曉雨初晴映碧溪，重重春色上柴扉，黃金不盡家殷富，何必區區羡錦衣？
330,世道多荆棘，人情每用嗟，利名如有路，勤苦逐生涯。
331,山窮路轉迷，水急舟難渡，萬事莫強為，出處遭奸妬。
332,時變多艱，戰戰兢兢，戒謹恐懼，如履薄冰，須識前程危與險，一籠風裏一枝燈。
333,一朶花枝豔更芳，清香馥郁透蘭房，時風吹送終成笑，好句筵前進幾觴。
334,自從持守定，功在衆人先，別有非常喜，隨龍到九天。
335,遠涉波濤一葉舟，而今始得過灘頭，年來心事纔成就，屈指從前多可憂。
336,受君之禄，久降禎祥，盈而不覆，守之乃昌，毋怠毋驕，永保安康。
337,萬事不由人計較，一生盡是命安排，莫疑猜，命裏有時總有分，何須碌碌混塵埃，休哉！
338,一片憂心未肯休，花逢春雨豔難留，得意歸休，失意歸休，仙家只此一籌謀。
339,兩女一夫，上下相祛，陰氣乘陽，用是耗虚。
340,雙燕歸南國，來尋王謝家，華堂春盡静，進此托生涯。
341,命運蹇兮時違，災殃及兮身疲，望皇天兮不我顧，嗟我親兮病斯危。
342,採藥天臺路轉迷，桃花流水賦佳期，春風啼鳥多情思，寄語劉郎且莫歸。
343,出溫入寒，被薄衣單，去我慈航，難解横愆。
344,三升三石，放在一斗，滿而溢，子自得。
345,誰說故鄉無滋味，飄零湖海在天涯，任諮嗟，中秋月隱春雨淋花，多少徵人長憶家。
346,雲散月當空，牛前馬後逢，張弓方抵禦，一箭定全功。
347,馬進徐行似有程，月沈西海日東升，運來何必勞心力，風送江湖萬里清。
348,雲横山際水茫茫，千里長途望故鄉，蹇厄事來君莫恨，倚門惆悵立斜陽。
349,風波今已息，舟楫遇安流，自此功名遂，何須歎白頭。
350,望到平安地，江山萬里程，綠楊芳草處，風快馬蹄輕。
351,鵰鶚當秋勢轉雄，乘風分翼到蟾宮，榮華若問將來事，先後名聲達九重。
352,鼠為患終宵不得甯，猫兒一叫幾夜太平，人豈識如獸，其理甚分明。
353,兩人在旁，太陽在上，照汝一寸心，仙機曾否明。
354,君子道消，小人道長，陰氣鬱鬱，陽氣不揚，如何如何，良賈深藏。
355,去到長安，東北轉角，逢着天門，便有下落。
356,徐步入天台，為聽好消息，採藥有仙童，洞府列春色。
357,思量一夜，不如打幹一番，若還錯，煩惱及肺肝。
358,心細膽粗，可勝上將之任，勇往前行，成敗何必在心，胸中把持得定，敵人自能受困。
359,天念苦修人，終不落紅塵，清心能見道，擾擾喪真靈。
360,捕兕於淵，求魚於山，從朝至暮，功負力捐，改弦易轍，庶可圖全。
361,手持一木魚，沿街去化緣，不見徐公來，却遇一鳥去。
362,水火旣濟，陰陽相契，育物新民，參天贊地。
363,騎玉兎，到廣寒，遇嫦娥，將桂攀，满身馥郁，兩袖馨香。
364,一個神道，隨爾去行，逢人說法，到處顯靈。
365,爐中火，沙裏金，功力到，丹鼎成。
366,此去萬里程，卻遇知音，同心共濟，大立勳名。
367,尋芳春日，適見花開，朶朶堪摘，枝枝可栽。
368,龍一吟，雲便興，冲霄直上，快覩太平，為文為武，君君臣臣。
369,虎出金榜，有勇亦何濟，怎似山翁，非富猶有趣。
370,過羊腸，入康莊，五陵裘馬，當思故鄉。
371,火遭水尅，火滅其光，水勢滔滔，源遠流長。
372,東閣筵開，佳客自來，高歌唱和，展挹舒懷。
373,世界似清甯，不知辭已休，打疊要小心，須防遭火毒。
374,跳龍門，須激浪，雷電轟轟，踴躍萬丈。
375,山上有古松，亭亭冲漢斗，幹老枝更長，天地生榮久。
376,誹謗言，勿計論，到頭來，數已定，碌碌浮生，不如安分。
377,一頭猪，可祭天地，雖喪身，亦算好處。
378,與其日營營，何如夜忖忖，日裏多勞形，夜間却安穩。
379,東風來，花自開，大家喝采，暢飲三杯。
380,疏食飲水，樂在其中，膏粱美味，反使心朦。
381,黃牛闢土，大力開疆，西成時候，穀米盈倉。
382,蛇可化龍，頭角將出，平地一聲雷轟，方顯龍蛇力。
383,九華山頂，紫氣騰騰，異盡一舟，取去前行。
384,人非孔顏，鮮能無過，過而能改，仍復無過，開花不足憑，結果方為準，放開懷抱意欣欣。
