sign_number,category,simp_match,trad_match,xlsx_text,csv_text,xlsx_simp_no_punct,csv_simp_no_punct,diff_detail,punct_segments,punct_count
163,仅异体字,True,False,鱼上钩，丝纶弱，收拾难，力再着。,魚上鈎絲綸弱收拾難力再着,鱼上钩丝纶弱收拾难力再着,鱼上钩丝纶弱收拾难力再着,,"[3, 3, 3, 3]",4
164,仅异体字,True,False,相引更相牵，殷勤喜自然，施为无不利，愁事转团圆。,相引更相牽殷勤喜自然施為無不利愁事轉團圓,相引更相牵殷勤喜自然施为无不利愁事转团圆,相引更相牵殷勤喜自然施为无不利愁事转团圆,,"[5, 5, 5, 5]",4
165,仅异体字,True,False,疑疑疑，一番笑罢一番悲，落红满地无人扫，独对西风怅黛眉。,疑疑疑一番笑罷一番悲落紅满地無人掃獨對西風悵黛眉,疑疑疑一番笑罢一番悲落红满地无人扫独对西风怅黛眉,疑疑疑一番笑罢一番悲落红满地无人扫独对西风怅黛眉,,"[3, 7, 7, 7]",4
166,完全一致,True,True,上下不和同，劳而未有功，出门通大道，从此保初终。,上下不和同勞而未有功出門通大道從此保初終,上下不和同劳而未有功出门通大道从此保初终,上下不和同劳而未有功出门通大道从此保初终,,"[5, 5, 5, 5]",4
167,完全一致,True,True,大事可成功，有益还无咎，云中执鞭人，报在三秋后）。,大事可成功有益還無咎雲中執鞭人報在三秋後,大事可成功有益还无咎云中执鞭人报在三秋后,大事可成功有益还无咎云中执鞭人报在三秋后,,"[5, 5, 5, 5]",5
168,完全一致,True,True,桑榆催暮景，缺月恐难圆，若遇刀锥客，方知喜自然。,桑榆催暮景缺月恐難圓若遇刀錐客方知喜自然,桑榆催暮景缺月恐难圆若遇刀锥客方知喜自然,桑榆催暮景缺月恐难圆若遇刀锥客方知喜自然,,"[5, 5, 5, 5]",4
169,真正差异,False,False,遍书前后事，艰险往来难，若得清风便，扁舟过远山。,遍書前前事艱險往來難若得清風便扁舟過遠山,遍书前后事艰险往来难若得清风便扁舟过远山,遍书前前事艰险往来难若得清风便扁舟过远山,pos3: xlsx=后(遍书前后事艰险) csv=前(遍书前前事艰险),"[5, 5, 5, 5]",4
170,仅异体字,True,False,莫叹残花，花开枯树，屋头春意，喜笑嘻嘻。,莫歎残花花開枯樹屋頭春意喜笑嘻嘻,莫叹残花花开枯树屋头春意喜笑嘻嘻,莫叹残花花开枯树屋头春意喜笑嘻嘻,,"[4, 4, 4, 4]",4
171,完全一致,True,True,一事总成空，一事还成喜，若遇口边人，心下堪凭委。,一事總成空一事還成喜若遇口邊人心下堪憑委,一事总成空一事还成喜若遇口边人心下堪凭委,一事总成空一事还成喜若遇口边人心下堪凭委,,"[5, 5, 5, 5]",4
172,真正差异,False,False,欲得月中兔，须凭桃李拂，高山来接引，双喜照双眉。,欲得月中兎須憑桃李拂高山來接引雙喜照雙眉,欲得月中兔须凭桃李拂高山来接引双喜照双眉,欲得月中兎须凭桃李拂高山来接引双喜照双眉,pos4: xlsx=兔(得月中兔须凭桃) csv=兎(得月中兎须凭桃),"[5, 5, 5, 5]",4
173,仅异体字,True,False,事遂勿忧煎，春风喜自然，更垂三尺钩，得意获鳞鲜。,事遂勿憂煎春風喜自然更垂三尺鈎得意獲鳞鮮,事遂勿忧煎春风喜自然更垂三尺钩得意获鳞鲜,事遂勿忧煎春风喜自然更垂三尺钩得意获鳞鲜,,"[5, 5, 5, 5]",4
174,完全一致,True,True,圆又缺，缺又圆，低低密密要周旋，时来始见缘。,圓又缺缺又圓低低密密要周旋時來始見緣,圆又缺缺又圆低低密密要周旋时来始见缘,圆又缺缺又圆低低密密要周旋时来始见缘,,"[3, 3, 7, 5]",4
175,真正差异,False,False,乘病马，上危坡，防失跌，见蹉跎。,乘病馬上危坡防失跌見嗟跎,乘病马上危坡防失跌见蹉跎,乘病马上危坡防失跌见嗟跎,pos10: xlsx=蹉(失跌见蹉跎) csv=嗟(失跌见嗟跎),"[3, 3, 3, 3]",4
176,真正差异,False,False,两事已和同，轻舟遇便风，道迷人得意，歌唱急流中。,雨事己和同輕舟遇便風道迷人得意歌唱急流中,两事已和同轻舟遇便风道迷人得意歌唱急流中,雨事己和同轻舟遇便风道迷人得意歌唱急流中,pos0: xlsx=两(两事已和) csv=雨(雨事己和); pos2: xlsx=已(两事已和同轻) csv=己(雨事己和同轻),"[5, 5, 5, 5]",4
177,完全一致,True,True,白玉蒙尘，黄金埋土，久久光辉，也须人举。,白玉蒙塵黃金埋土久久光輝也須人舉,白玉蒙尘黄金埋土久久光辉也须人举,白玉蒙尘黄金埋土久久光辉也须人举,,"[4, 4, 4, 4]",4
178,真正差异,False,False,上接不稳，下接不和，相缠相扰，平地风波。,上接不穩下接不和相纏相擾年地風波,上接不稳下接不和相缠相扰平地风波,上接不稳下接不和相缠相扰年地风波,pos12: xlsx=平(缠相扰平地风波) csv=年(缠相扰年地风波),"[4, 4, 4, 4]",4
179,真正差异,False,False,背后笑嘻嘻，中行道最宜，所求终有望，不必皱双眉。,背後笑喜嘻中行道最宜所求終有望不必皺雙眉,背后笑嘻嘻中行道最宜所求终有望不必皱双眉,背后笑喜嘻中行道最宜所求终有望不必皱双眉,pos3: xlsx=嘻(背后笑嘻嘻中行) csv=喜(背后笑喜嘻中行),"[5, 5, 5, 5]",4
180,真正差异,False,False,憔悴无人问，林间听杜鹃，一声山月笛，千里泪涓涓。,憔悴無人間林間聽杜鵑一聲山月笛千里淚涓涓,憔悴无人问林间听杜鹃一声山月笛千里泪涓涓,憔悴无人间林间听杜鹃一声山月笛千里泪涓涓,pos4: xlsx=问(悴无人问林间听) csv=间(悴无人间林间听),"[5, 5, 5, 5]",4
181,仅异体字,True,False,菱荷香里受深恩，桂魄圆时印绶新，从此威名山岳重，光辉直上位丝纶。,菱荷香裏受深恩桂魄圓時印綬新從此威名山岳重光輝直上位絲綸,菱荷香里受深恩桂魄圆时印绶新从此威名山岳重光辉直上位丝纶,菱荷香里受深恩桂魄圆时印绶新从此威名山岳重光辉直上位丝纶,,"[7, 7, 7, 7]",4
182,完全一致,True,True,花落正逢春，行人在半程，事成还不就，索绊两三旬。,花落正逢春行人在半程事成還不就索絆兩三旬,花落正逢春行人在半程事成还不就索绊两三旬,花落正逢春行人在半程事成还不就索绊两三旬,,"[5, 5, 5, 5]",4
183,仅异体字,True,False,欲行还止，徘徊不已，动摇莫强，得止且止。,欲行還止徘徊不已動摇莫强得止且止,欲行还止徘徊不已动摇莫强得止且止,欲行还止徘徊不已动摇莫强得止且止,,"[4, 4, 4, 4]",4
184,真正差异,False,False,心下事安然，周旋尚未全，逢龙还有吉，人月永团圆。,心下事安然周旋尚未金逢龍還有吉人月永團圓,心下事安然周旋尚未全逢龙还有吉人月永团圆,心下事安然周旋尚未金逢龙还有吉人月永团圆,pos9: xlsx=全(旋尚未全逢龙还) csv=金(旋尚未金逢龙还),"[5, 5, 5, 5]",4
185,真正差异,False,False,梦里说关山，波深下钓难，利名终有望，目下未开颜。,夢裏說關出波深下釣難利名終有望目下未開顏,梦里说关山波深下钓难利名终有望目下未开颜,梦里说关出波深下钓难利名终有望目下未开颜,pos4: xlsx=山(里说关山波深下) csv=出(里说关出波深下),"[5, 5, 5, 5]",4
186,真正差异,False,False,三箭开云路，营求指日成，许多闲口语，翻作笑歌声。,三前開雲路營求指日成許多閑口語翻作笑歌聲,三箭开云路营求指日成许多闲口语翻作笑歌声,三前开云路营求指日成许多闲口语翻作笑歌声,pos1: xlsx=箭(三箭开云路) csv=前(三前开云路),"[5, 5, 5, 5]",4
187,真正差异,False,False,休眷恋，误前程，终闹乱，出门庭。,休春戀誤前程終鬧亂出門庭,休眷恋误前程终闹乱出门庭,休春恋误前程终闹乱出门庭,pos1: xlsx=眷(休眷恋误前) csv=春(休春恋误前),"[3, 3, 3, 3]",4
188,真正差异,False,False,万里波涛静，一天风月闲，利名无阻隔，行路出重关。,萬呈波濤静一天風月閒利名無阻隔行路出重闕,万里波涛静一天风月闲利名无阻隔行路出重关,万呈波涛静一天风月闲利名无阻隔行路出重阙,pos1: xlsx=里(万里波涛静) csv=呈(万呈波涛静); pos19: xlsx=关(路出重关) csv=阙(路出重阙),"[5, 5, 5, 5]",4
189,仅异体字,True,False,渴望梅，饥画饼，漫劳心，如捉影，遇虎龙，方可省。,渴望梅饑畫餅漫勞心如捉影遇虎龍方可省,渴望梅饥画饼漫劳心如捉影遇虎龙方可省,渴望梅饥画饼漫劳心如捉影遇虎龙方可省,,"[3, 3, 3, 3, 3, 3]",6
190,真正差异,False,False,事迷心不迷，事宽心不宽，一场欢喜会，不久出重关。,事述心不迷事寬心不寬一場歡喜會不久出重關,事迷心不迷事宽心不宽一场欢喜会不久出重关,事述心不迷事宽心不宽一场欢喜会不久出重关,pos1: xlsx=迷(事迷心不迷) csv=述(事述心不迷),"[5, 5, 5, 5]",4
191,完全一致,True,True,夜半渡无船，惊涛恐拍天，月斜云淡处，音信有人传。,夜半渡無船驚濤恐拍天月斜雲淡處音信有人傳,夜半渡无船惊涛恐拍天月斜云淡处音信有人传,夜半渡无船惊涛恐拍天月斜云淡处音信有人传,,"[5, 5, 5, 5]",4
192,真正差异,False,False,事苦羁留，人不出头，往来闭塞，要见无有。,事若羈留人不出頭往來閉塞要見無有,事苦羁留人不出头往来闭塞要见无有,事若羁留人不出头往来闭塞要见无有,pos1: xlsx=苦(事苦羁留人) csv=若(事若羁留人),"[4, 4, 4, 4]",4
193,仅异体字,True,False,万里片帆转，波平浪不惊，行行无阻滞，远处更通津。,萬里片帆轉波平浪不驚行行無阻滞遠處更通津,万里片帆转波平浪不惊行行无阻滞远处更通津,万里片帆转波平浪不惊行行无阻滞远处更通津,,"[5, 5, 5, 5]",4
194,真正差异,False,False,身历惊涛，东风便好，太平身退，目下还早。,身歷驚濤東風便好大平身退目下還早,身历惊涛东风便好太平身退目下还早,身历惊涛东风便好大平身退目下还早,pos8: xlsx=太(风便好太平身退) csv=大(风便好大平身退),"[4, 4, 4, 4]",4
195,完全一致,True,True,鹤自云中出，人从月下归，新欢盈脸上，不用皱双眉。,鶴自雲中出人從月下歸新歡盈臉上不用皺雙眉,鹤自云中出人从月下归新欢盈脸上不用皱双眉,鹤自云中出人从月下归新欢盈脸上不用皱双眉,,"[5, 5, 5, 5]",4
196,真正差异,False,False,深潭鱼可钓，幽谷鸟可罗，只用久长心，不用生疑惑。,深潭魚可釣幽谷烏可羅只用久長心不用生疑惑,深潭鱼可钓幽谷鸟可罗只用久长心不用生疑惑,深潭鱼可钓幽谷乌可罗只用久长心不用生疑惑,pos7: xlsx=鸟(钓幽谷鸟可罗只) csv=乌(钓幽谷乌可罗只),"[5, 5, 5, 5]",4
197,完全一致,True,True,进不安，退不可，上下相从，明珠一颗。,進不安退不可上下相從明珠一顆,进不安退不可上下相从明珠一颗,进不安退不可上下相从明珠一颗,,"[3, 3, 4, 4]",4
198,仅异体字,True,False,着着占先机，其中路不迷，目前无合意，乍免是和非。,着着占先機其中路不迷目前無合意乍免是和非,着着占先机其中路不迷目前无合意乍免是和非,着着占先机其中路不迷目前无合意乍免是和非,,"[5, 5, 5, 5]",4
199,完全一致,True,True,雀噪高枝上，行人古渡头，半途不了事，日暮转生愁。,雀噪高枝上行人古渡頭半途不了事日暮轉生愁,雀噪高枝上行人古渡头半途不了事日暮转生愁,雀噪高枝上行人古渡头半途不了事日暮转生愁,,"[5, 5, 5, 5]",4
200,完全一致,True,True,凿石得玉，淘沙得珠，眼前目下，何用踌躇。,鑿石得玉淘沙得珠眼前目下何用躊躇,凿石得玉淘沙得珠眼前目下何用踌躇,凿石得玉淘沙得珠眼前目下何用踌躇,,"[4, 4, 4, 4]",4
201,完全一致,True,True,无端风雨催春去，落尽枝头桃李花，桃畔有人歌且笑，知君心事乱如麻。,無端風雨催春去落盡枝頭桃李花桃畔有人歌且笑知君心事亂如麻,无端风雨催春去落尽枝头桃李花桃畔有人歌且笑知君心事乱如麻,无端风雨催春去落尽枝头桃李花桃畔有人歌且笑知君心事乱如麻,,"[7, 7, 7, 7]",4
202,真正差异,False,False,阆苑一时春，庭前花柳新，声传好信息，草木尽欣欣。,閬苑一時春庭前花柳新聲傳好信息草水盡欣欣,阆苑一时春庭前花柳新声传好信息草木尽欣欣,阆苑一时春庭前花柳新声传好信息草水尽欣欣,pos16: xlsx=木(信息草木尽欣欣) csv=水(信息草水尽欣欣),"[5, 5, 5, 5]",4
203,仅异体字,True,False,门外事重叠，阴人多遇合，贤女虽助巧，渺渺终难洽。,門外事重叠陰人多遇合賢女雖助巧渺渺終難洽,门外事重叠阴人多遇合贤女虽助巧渺渺终难洽,门外事重叠阴人多遇合贤女虽助巧渺渺终难洽,,"[5, 5, 5, 5]",4
204,真正差异,False,False,事有喜，面有光，终始好商量，壸中日月长。,事有喜面有光終始好商量壺中日月長,事有喜面有光终始好商量壸中日月长,事有喜面有光终始好商量壶中日月长,pos11: xlsx=壸(好商量壸中日月) csv=壶(好商量壶中日月),"[3, 3, 5, 5]",4
205,完全一致,True,True,暗去有明来，忧心事可谐，终须成一笑，目下莫疑猜。,暗去有明來憂心事可諧終須成一笑目下莫疑猜,暗去有明来忧心事可谐终须成一笑目下莫疑猜,暗去有明来忧心事可谐终须成一笑目下莫疑猜,,"[5, 5, 5, 5]",4
206,完全一致,True,True,宝镜无尘染，金貂已剪裁，也逢天意合，终不惹尘埃。,寶鏡無塵染金貂已剪裁也逢天意合終不惹塵埃,宝镜无尘染金貂已剪裁也逢天意合终不惹尘埃,宝镜无尘染金貂已剪裁也逢天意合终不惹尘埃,,"[5, 5, 5, 5]",4
207,完全一致,True,True,和合事，笑谈成，喜音在半程，平步踏青云。,和合事笑談成喜音在半程平步踏青雲,和合事笑谈成喜音在半程平步踏青云,和合事笑谈成喜音在半程平步踏青云,,"[3, 3, 5, 5]",4
208,仅异体字,True,False,花残月缺，镜破钗分，休来休往，事始安宁。,花殘月缺鏡破釵分休來休往事始安甯,花残月缺镜破钗分休来休往事始安宁,花残月缺镜破钗分休来休往事始安宁,,"[4, 4, 4, 4]",4
209,完全一致,True,True,门外好音来，生涯应有庆，名利有更迁，雁行终折阵。,門外好音來生涯應有慶名利有更遷雁行終折陣,门外好音来生涯应有庆名利有更迁雁行终折阵,门外好音来生涯应有庆名利有更迁雁行终折阵,,"[5, 5, 5, 5]",4
210,真正差异,False,False,万里好江山，风沙尽日间，已吞钩上饵，何必遇波澜。,萬里好江山風沙盡日閒巳吞鈎上餌何必遇波瀾,万里好江山风沙尽日间已吞钩上饵何必遇波澜,万里好江山风沙尽日闲巳吞钩上饵何必遇波澜,pos9: xlsx=间(沙尽日间已吞钩) csv=闲(沙尽日闲巳吞钩); pos10: xlsx=已(尽日间已吞钩上) csv=巳(尽日闲巳吞钩上),"[5, 5, 5, 5]",4
211,真正差异,False,False,双燕衔书舞，指日一齐来，寂寞淹留客，从兹下钓台。,雙燕啣書舞指日一齊來寂寞淹留客從兹下釣臺,双燕衔书舞指日一齐来寂寞淹留客从兹下钓台,双燕啣书舞指日一齐来寂寞淹留客从兹下钓台,pos2: xlsx=衔(双燕衔书舞指) csv=啣(双燕啣书舞指),"[5, 5, 5, 5]",4
212,真正差异,False,False,望去几重山，高深渐可攀，举头天上看，明月在人间。,望去幾重山高深漸可攀舉頭天上看明月出人間,望去几重山高深渐可攀举头天上看明月在人间,望去几重山高深渐可攀举头天上看明月出人间,pos17: xlsx=在(看明月在人间) csv=出(看明月出人间),"[5, 5, 5, 5]",4
213,真正差异,False,False,用之则行，舍之则藏，一骑出重关，佳音咫尺间。,用之則行舍之則藏一騎出重門佳音咫尺問,用之则行舍之则藏一骑出重关佳音咫尺间,用之则行舍之则藏一骑出重门佳音咫尺问,pos12: xlsx=关(骑出重关佳音咫) csv=门(骑出重门佳音咫); pos17: xlsx=间(音咫尺间) csv=问(音咫尺问),"[4, 4, 5, 5]",4
214,真正差异,False,False,积德施功有子孙，榖牛祭神及西邻，功名两字成全日，回首山河万物新。,積德施功有子孫穀牛祭神及西鄰功名兩字成全日回首山河為物新,积德施功有子孙榖牛祭神及西邻功名两字成全日回首山河万物新,积德施功有子孙谷牛祭神及西邻功名两字成全日回首山河为物新,pos7: xlsx=榖(有子孙榖牛祭神) csv=谷(有子孙谷牛祭神); pos25: xlsx=万(首山河万物新) csv=为(首山河为物新),"[7, 7, 7, 7]",4
215,真正差异,False,False,安坦路平夷，云中一雁飞，桃花逢骤雨，水畔女频啼。,安坦路平夷雲中一雁飛挑花逢驟兩水畔女頻啼,安坦路平夷云中一雁飞桃花逢骤雨水畔女频啼,安坦路平夷云中一雁飞挑花逢骤两水畔女频啼,pos10: xlsx=桃(一雁飞桃花逢骤) csv=挑(一雁飞挑花逢骤); pos14: xlsx=雨(花逢骤雨水畔女) csv=两(花逢骤两水畔女),"[5, 5, 5, 5]",4
216,完全一致,True,True,门内起干戈，亲仇两不和，朱衣??临日月，始觉笑呵呵。,門內起干戈親仇兩不和朱衣臨日月始覺笑呵呵,门内起干戈亲仇两不和朱衣临日月始觉笑呵呵,门内起干戈亲仇两不和朱衣临日月始觉笑呵呵,,"[5, 5, 2, 3, 5]",6
217,完全一致,True,True,有一人，获一鹿，事团圆，门外索。,有一人獲一鹿事團圓門外索,有一人获一鹿事团圆门外索,有一人获一鹿事团圆门外索,,"[3, 3, 3, 3]",4
218,完全一致,True,True,汝往无攸利，花开又及秋，严霜物荐至，退步不存留。,汝往無攸利花開又及秋嚴霜物薦至退步不存留,汝往无攸利花开又及秋严霜物荐至退步不存留,汝往无攸利花开又及秋严霜物荐至退步不存留,,"[5, 5, 5, 5]",4
219,真正差异,False,False,新月为钩，清风作线，举网烟波，锦鳞易见。,新月為鈎清風作綠舉網烟波錦鮮易見,新月为钩清风作线举网烟波锦鳞易见,新月为钩清风作绿举网烟波锦鲜易见,pos7: xlsx=线(清风作线举网烟) csv=绿(清风作绿举网烟); pos13: xlsx=鳞(烟波锦鳞易见) csv=鲜(烟波锦鲜易见),"[4, 4, 4, 4]",4
220,真正差异,False,False,先关锁，续提防，小节不知戒，因循成大殃。,先關鎖讀提防小節不知戒因循成大殃,先关锁续提防小节不知戒因循成大殃,先关锁读提防小节不知戒因循成大殃,pos3: xlsx=续(先关锁续提防小) csv=读(先关锁读提防小),"[3, 3, 5, 5]",4
221,真正差异,False,False,燕语莺啼，花开满院，倚栏春睡觉，无语敛愁颜。,燕語鶯啼花開滿院倚欄春睡覺無語歛愁顏,燕语莺啼花开满院倚栏春睡觉无语敛愁颜,燕语莺啼花开满院倚栏春睡觉无语歛愁颜,pos15: xlsx=敛(觉无语敛愁颜) csv=歛(觉无语歛愁颜),"[4, 4, 5, 5]",4
222,完全一致,True,True,劳心劳心，劳心有成，清风借力，欢笑前程。,勞心勞心勞心有成清風借力歡笑前程,劳心劳心劳心有成清风借力欢笑前程,劳心劳心劳心有成清风借力欢笑前程,,"[4, 4, 4, 4]",4
223,真正差异,False,False,进步且徘徊，春风柳絮吹，水边行客倦，枕畔有忧怀。,進步且徘徊春風柳絮吹水邊行客倦枕畔有愛懷,进步且徘徊春风柳絮吹水边行客倦枕畔有忧怀,进步且徘徊春风柳絮吹水边行客倦枕畔有爱怀,pos18: xlsx=忧(枕畔有忧怀) csv=爱(枕畔有爱怀),"[5, 5, 5, 5]",4
224,真正差异,False,False,玉石犹终昧，那堪小悔多，终无咎，笑呵呵。,玉石猶終味那堪小悔多終無咎笑呵呵,玉石犹终昧那堪小悔多终无咎笑呵呵,玉石犹终味那堪小悔多终无咎笑呵呵,pos4: xlsx=昧(石犹终昧那堪小) csv=味(石犹终味那堪小),"[5, 5, 3, 3]",4
225,仅异体字,True,False,垂翼遥天去，皆因避难行，一途经济意，又是满园春。,垂翼遥天去皆因避難行一途經濟意又是滿園春,垂翼遥天去皆因避难行一途经济意又是满园春,垂翼遥天去皆因避难行一途经济意又是满园春,,"[5, 5, 5, 5]",4
226,真正差异,False,False,佳信至，开笑颜，飞腾一去，拨云上天。,佳信至開笑顏飛騰一去披雲上天,佳信至开笑颜飞腾一去拨云上天,佳信至开笑颜飞腾一去披云上天,pos10: xlsx=拨(腾一去拨云上天) csv=披(腾一去披云上天),"[3, 3, 4, 4]",4
227,仅异体字,True,False,青毡空守旧，枝上巢生风，莫为一时喜，还疑此象凶。,青氈空守舊枝上巢生風莫為一時喜還疑此象凶,青毡空守旧枝上巢生风莫为一时喜还疑此象凶,青毡空守旧枝上巢生风莫为一时喜还疑此象凶,,"[5, 5, 5, 5]",4
228,仅异体字,True,False,莫言荆棘恶，终为鸾凤栖，目前应有待，何用早踌躇。,莫言荆棘惡終為鸞鳳棲目前應有待何用早躊躇,莫言荆棘恶终为鸾凤栖目前应有待何用早踌躇,莫言荆棘恶终为鸾凤栖目前应有待何用早踌躇,,"[5, 5, 5, 5]",4
229,完全一致,True,True,上下和，忧愁决，千嶂云，一轮月。,上下和憂愁決千嶂雲一輪月,上下和忧愁决千嶂云一轮月,上下和忧愁决千嶂云一轮月,,"[3, 3, 3, 3]",4
230,仅异体字,True,False,玉出昆冈石，舟离古渡滩，行藏终有望，用舍不为难。,玉出崑岡石舟離古渡灘行藏終有望用舍不為難,玉出昆冈石舟离古渡滩行藏终有望用舍不为难,玉出昆冈石舟离古渡滩行藏终有望用舍不为难,,"[5, 5, 5, 5]",4
231,完全一致,True,True,目下意难舒，有客来徐徐，金车虽历险，吝必有终与。,目下意難舒有客來徐徐金車雖歷險吝必有終與,目下意难舒有客来徐徐金车虽历险吝必有终与,目下意难舒有客来徐徐金车虽历险吝必有终与,,"[5, 5, 5, 5]",4
232,真正差异,False,False,可以寄，可以托，事迟迟，无舛错。,可以奇可以託事遲遲無舛錯,可以寄可以托事迟迟无舛错,可以奇可以托事迟迟无舛错,pos2: xlsx=寄(可以寄可以托) csv=奇(可以奇可以托),"[3, 3, 3, 3]",4
233,完全一致,True,True,恐惧忧煎，皆在目前，若逢明鉴，指破空传。,恐懼憂煎皆在目前若逢明鑑指破空傳,恐惧忧煎皆在目前若逢明鉴指破空传,恐惧忧煎皆在目前若逢明鉴指破空传,,"[4, 4, 4, 4]",4
234,完全一致,True,True,月掩云间，昏迷道路，云散月明，渐宜进步。,月掩雲間昏迷道路雲散月明漸宜進步,月掩云间昏迷道路云散月明渐宜进步,月掩云间昏迷道路云散月明渐宜进步,,"[4, 4, 4, 4]",4
235,真正差异,False,False,道路狂招呼，风波一点无，时乖心绪乱，全仗贵人扶。,道路在招呼風波一點無時乖心緒亂全仗貴人扶,道路狂招呼风波一点无时乖心绪乱全仗贵人扶,道路在招呼风波一点无时乖心绪乱全仗贵人扶,pos2: xlsx=狂(道路狂招呼风) csv=在(道路在招呼风),"[5, 5, 5, 5]",4
236,仅异体字,True,False,临渊放钩，清绝点埃，巨鳌随得，不用疑猜。,臨淵放鈎清絕點埃巨鰲隨得不用疑猜,临渊放钩清绝点埃巨鳌随得不用疑猜,临渊放钩清绝点埃巨鳌随得不用疑猜,,"[4, 4, 4, 4]",4
237,仅异体字,True,False,无中应有直，心事还成戚，云散月重圆，千里风帆急。,無中應有直心事還成戚雲散月重圆千里風帆急,无中应有直心事还成戚云散月重圆千里风帆急,无中应有直心事还成戚云散月重圆千里风帆急,,"[5, 5, 5, 5]",4
238,真正差异,False,False,造化生来信自然，师征千里福绵绵，功名得就神明助，蛇兔相逢定变迁。,造化生來信自然師征十里福綿綿功名得就神明助蛇兎相逢定變遷,造化生来信自然师征千里福绵绵功名得就神明助蛇兔相逢定变迁,造化生来信自然师征十里福绵绵功名得就神明助蛇兎相逢定变迁,pos9: xlsx=千(然师征千里福绵) csv=十(然师征十里福绵); pos22: xlsx=兔(明助蛇兔相逢定) csv=兎(明助蛇兎相逢定),"[7, 7, 7, 7]",4
239,完全一致,True,True,大仗神威，群魔消灭，灭了又须威，神威亦极力，牢牢记取，免致久后失跌。,大仗神威羣魔消滅滅了又須威神威亦極力牢牢記取免致久後失跌,大仗神威群魔消灭灭了又须威神威亦极力牢牢记取免致久后失跌,大仗神威群魔消灭灭了又须威神威亦极力牢牢记取免致久后失跌,,"[4, 4, 5, 5, 4, 6]",6
240,真正差异,False,False,道必坚心，坚心必道成，建功勋，早回程，造茅庵，修真身，一日飞升，仙班列名。,道必堅心堅心必道成建功勳旱回程造茅庵修真身一日飛升仙班列名,道必坚心坚心必道成建功勋早回程造茅庵修真身一日飞升仙班列名,道必坚心坚心必道成建功勋旱回程造茅庵修真身一日飞升仙班列名,pos12: xlsx=早(建功勋早回程造) csv=旱(建功勋旱回程造),"[4, 5, 3, 3, 3, 3, 4, 4]",8
241,完全一致,True,True,一念上天堂，一念入地狱，地狱天堂，便分荣辱，自立念头要真，不可随人碌碌。,一念上天堂一念入地獄地獄天堂便分榮辱自立念頭要真不可隨人碌碌,一念上天堂一念入地狱地狱天堂便分荣辱自立念头要真不可随人碌碌,一念上天堂一念入地狱地狱天堂便分荣辱自立念头要真不可随人碌碌,,"[5, 5, 4, 4, 6, 6]",6
242,完全一致,True,True,羊逸群，日对民，逢牛口，便咬人，一个君一个臣，君臣有些惊，须仗真神拯救苍生。,羊逸羣日對民逢牛口便咬人一個君一個臣君臣有些驚須仗真神拯救蒼生,羊逸群日对民逢牛口便咬人一个君一个臣君臣有些惊须仗真神拯救苍生,羊逸群日对民逢牛口便咬人一个君一个臣君臣有些惊须仗真神拯救苍生,,"[3, 3, 3, 3, 6, 5, 8]",7
243,仅异体字,True,False,若是有缘人，一指便回首，执迷不悟者，屡引也不走。,若是有緣人一指便回首執迷不悟者屡引也不走,若是有缘人一指便回首执迷不悟者屡引也不走,若是有缘人一指便回首执迷不悟者屡引也不走,,"[5, 5, 5, 5]",4
244,真正差异,False,False,月儿东升，清光可挹，万里无云，海天一碧。,月兒升東清光可挹萬里無雲海天一碧,月儿东升清光可挹万里无云海天一碧,月儿升东清光可挹万里无云海天一碧,pos2: xlsx=东(月儿东升清光) csv=升(月儿升东清光); pos3: xlsx=升(月儿东升清光可) csv=东(月儿升东清光可),"[4, 4, 4, 4]",4
