sign_number,category,simp_match,trad_match,xlsx_text,csv_text,xlsx_simp_no_punct,csv_simp_no_punct,diff_detail,punct_segments,punct_count
316,真正差异,False,False,吉吉吉，寻常一样窗前月，凶凶凶，有了梅花便不同，含笑向东风，人情不比旧时浓。,吉吉吉尋常一樣窗前月凶凶凶有了梅花便不同含笑何東風人情不比舊時濃,吉吉吉寻常一样窗前月凶凶凶有了梅花便不同含笑向东风人情不比旧时浓,吉吉吉寻常一样窗前月凶凶凶有了梅花便不同含笑何东风人情不比旧时浓,pos22: xlsx=向(同含笑向东风人) csv=何(同含笑何东风人),"[3, 7, 3, 7, 5, 7]",6
317,真正差异,False,False,大火炎炎，宜水相济，宝鼎丹成，掀天揭地。,火天炎災宜水相濟寶鼎丹成掀天揭地,大火炎炎宜水相济宝鼎丹成掀天揭地,火天炎灾宜水相济宝鼎丹成掀天揭地,pos0: xlsx=大(大火炎炎) csv=火(火天炎灾); pos1: xlsx=火(大火炎炎宜) csv=天(火天炎灾宜); pos3: xlsx=炎(大火炎炎宜水相) csv=灾(火天炎灾宜水相),"[4, 4, 4, 4]",4
318,仅异体字,True,False,铁索一条，未把孤舟系，金刀一下，早把头落地。,鐵索一條未把孤舟繫金刀一下早把頭落地,铁索一条未把孤舟系金刀一下早把头落地,铁索一条未把孤舟系金刀一下早把头落地,,"[4, 5, 4, 5]",4
319,仅异体字,True,False,十二时中，紧急炼着，一刻少延，无处下脚。,十二時中緊急煉着一刻少延無處下脚,十二时中紧急炼着一刻少延无处下脚,十二时中紧急炼着一刻少延无处下脚,,"[4, 4, 4, 4]",4
320,真正差异,False,False,风起西南，红日当天，奇门妙诀，一掌能着。,風起西南紅日當天奇門妙訣一掌能看,风起西南红日当天奇门妙诀一掌能着,风起西南红日当天奇门妙诀一掌能看,pos15: xlsx=着(一掌能着) csv=看(一掌能看),"[4, 4, 4, 4]",4
321,真正差异,False,False,万籁无声际，一月正当空，忽被云遮掩，皓魄反朦胧。,萬籟無聲際一月正當空勿被雲遮掩皓魄反朦朧,万籁无声际一月正当空忽被云遮掩皓魄反朦胧,万籁无声际一月正当空勿被云遮掩皓魄反朦胧,pos10: xlsx=忽(正当空忽被云遮) csv=勿(正当空勿被云遮),"[5, 5, 5, 5]",4
322,仅异体字,True,False,一个知音，却在天边等，切勿因循，静夜当思省。,一個知音却在天邊等切勿因循靜夜當思省,一个知音却在天边等切勿因循静夜当思省,一个知音却在天边等切勿因循静夜当思省,,"[4, 5, 4, 5]",4
323,仅异体字,True,False,众犬相聚，砺齿咬牙，摇头摆尾，只顾看家。,衆犬相聚礪齒咬牙摇頭擺尾只顧看家,众犬相聚砺齿咬牙摇头摆尾只顾看家,众犬相聚砺齿咬牙摇头摆尾只顾看家,,"[4, 4, 4, 4]",4
324,完全一致,True,True,妻前夫后一同行，好比先机兆已明，君若有情须切记，十年恩义莫忘心。,妻前夫後一同行好比先機兆已明君若有情須切記十年恩義莫忘心,妻前夫后一同行好比先机兆已明君若有情须切记十年恩义莫忘心,妻前夫后一同行好比先机兆已明君若有情须切记十年恩义莫忘心,,"[7, 7, 7, 7]",4
325,真正差异,False,False,鼠伏穴，本自宁，一露首，猫即跟，扬威伸爪，鼠丧残生。,鼠伏穴本自甯一露首猫卽跟伸威揚爪鼠喪殘生,鼠伏穴本自宁一露首猫即跟扬威伸爪鼠丧残生,鼠伏穴本自宁一露首猫即跟伸威扬爪鼠丧残生,pos12: xlsx=扬(猫即跟扬威伸爪) csv=伸(猫即跟伸威扬爪); pos14: xlsx=伸(跟扬威伸爪鼠丧) csv=扬(跟伸威扬爪鼠丧),"[3, 3, 3, 3, 4, 4]",6
326,完全一致,True,True,书中有女颜如玉，书中自有黄金屋，读尽五车书，志愿自能足，何必焦劳心中忙碌。,書中有女顏如玉書中自有黃金屋讀盡五車書志願自能足何必焦勞心中忙碌,书中有女颜如玉书中自有黄金屋读尽五车书志愿自能足何必焦劳心中忙碌,书中有女颜如玉书中自有黄金屋读尽五车书志愿自能足何必焦劳心中忙碌,,"[7, 7, 5, 5, 8]",5
327,真正差异,False,False,豹变成文采，乘龙福自臻，赤身成富贵，事事得振新。,豹變成文采乘龍福自臻赤身成富貴事事可兮斷,豹变成文采乘龙福自臻赤身成富贵事事得振新,豹变成文采乘龙福自臻赤身成富贵事事可兮断,pos17: xlsx=得(贵事事得振新) csv=可(贵事事可兮断); pos18: xlsx=振(事事得振新) csv=兮(事事可兮断); pos19: xlsx=新(事得振新) csv=断(事可兮断),"[5, 5, 5, 5]",4
328,真正差异,False,False,孤阳微兮，群阴溢兮，力既殚兮，将不可耄兮，真谨慎兮，宜可保兮。,孤陽微兮羣陰盜兮力旣殫兮將不可耄兮真謹慎兮宜可保兮,孤阳微兮群阴溢兮力既殚兮将不可耄兮真谨慎兮宜可保兮,孤阳微兮群阴盗兮力既殚兮将不可耄兮真谨慎兮宜可保兮,pos6: xlsx=溢(兮群阴溢兮力既) csv=盗(兮群阴盗兮力既),"[4, 4, 4, 5, 4, 4]",6
329,真正差异,False,False,晓雨初晴映碧溪，重重春色上柴扉，黄金不尽家殷富，何必区区羡锦衣？,曉雨初睛映碧溪重重春色上柴扉黃金不盡家殷富何必區區羡錦衣,晓雨初晴映碧溪重重春色上柴扉黄金不尽家殷富何必区区羡锦衣,晓雨初睛映碧溪重重春色上柴扉黄金不尽家殷富何必区区羡锦衣,pos3: xlsx=晴(晓雨初晴映碧溪) csv=睛(晓雨初睛映碧溪),"[7, 7, 7, 7]",4
330,真正差异,False,False,世道多荆棘，人情每用嗟，利名如有路，勤苦逐生涯。,世道多荆棘人情每用嗟利名各有路勤苦逐生涯,世道多荆棘人情每用嗟利名如有路勤苦逐生涯,世道多荆棘人情每用嗟利名各有路勤苦逐生涯,pos12: xlsx=如(嗟利名如有路勤) csv=各(嗟利名各有路勤),"[5, 5, 5, 5]",4
331,真正差异,False,False,山穷路转迷，水急舟难渡，万事莫强为，出处遭研妒。,山窮路轉迷水急舟難渡萬事莫強為出處遭奸妬,山穷路转迷水急舟难渡万事莫强为出处遭研妒,山穷路转迷水急舟难渡万事莫强为出处遭奸妬,pos18: xlsx=研(出处遭研妒) csv=奸(出处遭奸妬); pos19: xlsx=妒(处遭研妒) csv=妬(处遭奸妬),"[5, 5, 5, 5]",4
332,真正差异,False,False,时边多艰，战战兢兢，戒谨恐惧，如履薄冰，须识前程危与险，一笼风里一枝灯。,時邊多難戰戰兢兢戒謹恐懼如履薄冰須識前程危與險一籠風裏一枝燈,时边多艰战战兢兢戒谨恐惧如履薄冰须识前程危与险一笼风里一枝灯,时边多难战战兢兢戒谨恐惧如履薄冰须识前程危与险一笼风里一枝灯,pos3: xlsx=艰(时边多艰战战兢) csv=难(时边多难战战兢),"[4, 4, 4, 4, 7, 7]",6
333,真正差异,False,False,一朵花枝艳更芳，清香馥郁透兰房，时风吹送终成笑，好句筵前进几觞。,一朶花技豔更芳清香馥郁透蘭房時風吹送終成笑好句筵前進幾觴,一朵花枝艳更芳清香馥郁透兰房时风吹送终成笑好句筵前进几觞,一朶花技艳更芳清香馥郁透兰房时风吹送终成笑好句筵前进几觞,pos1: xlsx=朵(一朵花枝艳) csv=朶(一朶花技艳); pos3: xlsx=枝(一朵花枝艳更芳) csv=技(一朶花技艳更芳),"[7, 7, 7, 7]",4
334,完全一致,True,True,自从持守定，功在众人先，别有非常喜，随龙到九天。,自從持守定功在衆人先別有非常喜隨龍到九天,自从持守定功在众人先别有非常喜随龙到九天,自从持守定功在众人先别有非常喜随龙到九天,,"[5, 5, 5, 5]",4
335,仅异体字,True,False,远涉波涛一叶舟，而今始得过滩头，年来心事才成就，屈指从前多可忧。,遠涉波濤一葉舟而今始得過灘頭年來心事纔成就屈指從前多可憂,远涉波涛一叶舟而今始得过滩头年来心事才成就屈指从前多可忧,远涉波涛一叶舟而今始得过滩头年来心事才成就屈指从前多可忧,,"[7, 7, 7, 7]",4
336,仅异体字,True,False,受君之禄，久降祯祥，盈而不覆，守之乃昌，毋怠毋骄，永保安康。,受君之禄久降禎祥盈而不覆守之乃昌毋怠毋驕永保安康,受君之禄久降祯祥盈而不覆守之乃昌毋怠毋骄永保安康,受君之禄久降祯祥盈而不覆守之乃昌毋怠毋骄永保安康,,"[4, 4, 4, 4, 4, 4]",6
337,完全一致,True,True,万事不由人计较，一生尽是命安排，莫疑猜，命里有时总有分，何须碌碌混尘埃，休哉！,萬事不由人計較一生盡是命安排莫疑猜命裏有時總有分何須碌碌混塵埃休哉,万事不由人计较一生尽是命安排莫疑猜命里有时总有分何须碌碌混尘埃休哉,万事不由人计较一生尽是命安排莫疑猜命里有时总有分何须碌碌混尘埃休哉,,"[7, 7, 3, 7, 7, 2]",6
338,完全一致,True,True,一片忧心未肯休，花逢春雨艳难留，得意归休，失意归休，仙家只此一筹谋。,一片憂心未肯休花逢春雨豔難留得意歸休失意歸休仙家只此一籌謀,一片忧心未肯休花逢春雨艳难留得意归休失意归休仙家只此一筹谋,一片忧心未肯休花逢春雨艳难留得意归休失意归休仙家只此一筹谋,,"[7, 7, 4, 4, 7]",5
339,仅异体字,True,False,两女一夫，上下相祛，阴气乘阳，用是耗虚。,兩女一夫上下相祛陰氣乘陽用是耗虚,两女一夫上下相祛阴气乘阳用是耗虚,两女一夫上下相祛阴气乘阳用是耗虚,,"[4, 4, 4, 4]",4
340,真正差异,False,False,双燕归南国，来寻王谢家，华堂春尽静，进此托生涯。,雙燕歸南國來尋王謝家華堂春盡静造此托生涯,双燕归南国来寻王谢家华堂春尽静进此托生涯,双燕归南国来寻王谢家华堂春尽静造此托生涯,pos15: xlsx=进(春尽静进此托生) csv=造(春尽静造此托生),"[5, 5, 5, 5]",4
341,真正差异,False,False,命运蹇兮时违，灾殃及兮身疲，望皇天兮不我顾，嗟我亲兮病斯危。,命運蹇兮時違災映及兮身疲望皇天兮不我顧嗟我親兮病斯危,命运蹇兮时违灾殃及兮身疲望皇天兮不我顾嗟我亲兮病斯危,命运蹇兮时违灾映及兮身疲望皇天兮不我顾嗟我亲兮病斯危,pos7: xlsx=殃(时违灾殃及兮身) csv=映(时违灾映及兮身),"[6, 6, 7, 7]",4
342,真正差异,False,False,采药天台路转迷，桃花流水赋佳期，春风啼鸟多情思，寄语刘郎且莫归。,採藥天臺路轉迷桃花玩水賦佳期春風啼鳥多情思寄語劉郎旦莫歸,采药天台路转迷桃花流水赋佳期春风啼鸟多情思寄语刘郎且莫归,采药天台路转迷桃花玩水赋佳期春风啼鸟多情思寄语刘郎旦莫归,pos9: xlsx=流(迷桃花流水赋佳) csv=玩(迷桃花玩水赋佳); pos25: xlsx=且(语刘郎且莫归) csv=旦(语刘郎旦莫归),"[7, 7, 7, 7]",4
343,仅异体字,True,False,出温入寒，被薄衣单，去我慈航，难解横愆。,出溫入寒被薄衣單去我慈航難解横愆,出温入寒被薄衣单去我慈航难解横愆,出温入寒被薄衣单去我慈航难解横愆,,"[4, 4, 4, 4]",4
344,真正差异,False,False,三升三石，放在一斗，满而溢，子自得。,三五三口放在一斗滿而溢子自得,三升三石放在一斗满而溢子自得,三五三口放在一斗满而溢子自得,pos1: xlsx=升(三升三石放) csv=五(三五三口放); pos3: xlsx=石(三升三石放在一) csv=口(三五三口放在一),"[4, 4, 3, 3]",4
345,真正差异,False,False,谁说故乡无滋味，飘零湖海在天涯，任咨嗟，中秋月隐春雨淋花，多少征人长忆家。,誰說故鄉無滋味飄零湖海在天涯任咨嗟中秋月隱春雨淋花多謝征人長,谁说故乡无滋味飘零湖海在天涯任咨嗟中秋月隐春雨淋花多少征人长忆家,谁说故乡无滋味飘零湖海在天涯任咨嗟中秋月隐春雨淋花多谢征人长,pos26: xlsx=少(淋花多少征人长) csv=谢(淋花多谢征人长); pos30: xlsx=忆(征人长忆家) csv=<无>(征人长); pos31: xlsx=家(人长忆家) csv=<无>(人长),"[7, 7, 3, 8, 7]",5
346,完全一致,True,True,云散月当空，牛前马后逢，张弓方抵御，一箭定全功。,雲散月當空牛前馬後逢張弓方抵禦一箭定全功,云散月当空牛前马后逢张弓方抵御一箭定全功,云散月当空牛前马后逢张弓方抵御一箭定全功,,"[5, 5, 5, 5]",4
347,真正差异,False,False,马进徐行似有程，月沉西海日东升，运来何必劳心力，风送江湖万里清。,馬進徐行似有程月沈西海日東升運來何必勞心力風送江湖萬里清,马进徐行似有程月沉西海日东升运来何必劳心力风送江湖万里清,马进徐行似有程月沈西海日东升运来何必劳心力风送江湖万里清,pos8: xlsx=沉(有程月沉西海日) csv=沈(有程月沈西海日),"[7, 7, 7, 7]",4
348,仅异体字,True,False,云横山际水茫茫，千里长途望故乡，蹇厄事来君莫恨，倚门惆怅立斜阳。,雲横山際水茫茫千里長途望故鄉蹇厄事來君莫恨倚門惆悵立斜陽,云横山际水茫茫千里长途望故乡蹇厄事来君莫恨倚门惆怅立斜阳,云横山际水茫茫千里长途望故乡蹇厄事来君莫恨倚门惆怅立斜阳,,"[7, 7, 7, 7]",4
349,真正差异,False,False,风波今已息，舟楫遇安流，自此功名遂，何须叹白头。,風波今已息舟揖遇安流自此功名遂何須歎白頭,风波今已息舟楫遇安流自此功名遂何须叹白头,风波今已息舟揖遇安流自此功名遂何须叹白头,pos6: xlsx=楫(已息舟楫遇安流) csv=揖(已息舟揖遇安流),"[5, 5, 5, 5]",4
350,真正差异,False,False,望到平安地，江山万里程，绿杨芳草处，风快马蹄轻。,巴到平安地江山萬里程綠揚芳草處風快馬啼輕,望到平安地江山万里程绿杨芳草处风快马蹄轻,巴到平安地江山万里程绿扬芳草处风快马啼轻,pos0: xlsx=望(望到平安) csv=巴(巴到平安); pos11: xlsx=杨(里程绿杨芳草处) csv=扬(里程绿扬芳草处); pos18: xlsx=蹄(风快马蹄轻) csv=啼(风快马啼轻),"[5, 5, 5, 5]",4
351,完全一致,True,True,雕鹗当秋势转雄，乘风分翼到蟾宫，荣华若问将来事，先后名声达九重。,鵰鶚當秋勢轉雄乘風分翼到蟾宮榮華若問將來事先後名聲達九重,雕鹗当秋势转雄乘风分翼到蟾宫荣华若问将来事先后名声达九重,雕鹗当秋势转雄乘风分翼到蟾宫荣华若问将来事先后名声达九重,,"[7, 7, 7, 7]",4
352,仅异体字,True,False,鼠为患终宵不得宁，猫儿一叫几夜太平，人岂识如兽，其理甚分明。,鼠為患終宵不得甯猫兒一叫幾夜太平人豈識如獸其理甚分明,鼠为患终宵不得宁猫儿一叫几夜太平人岂识如兽其理甚分明,鼠为患终宵不得宁猫儿一叫几夜太平人岂识如兽其理甚分明,,"[8, 8, 5, 5]",4
353,完全一致,True,True,两人在旁，太阳在上，照汝一寸心，仙机曾否明。,兩人在旁太陽在上照汝一寸心仙機曾否明,两人在旁太阳在上照汝一寸心仙机曾否明,两人在旁太阳在上照汝一寸心仙机曾否明,,"[4, 4, 5, 5]",4
354,真正差异,False,False,君子道消，小人道长，阴气郁郁，阳气不扬，如何如何，良贾深藏。,君子道消小人道長陰氣鬱鬱陽氣不揚如何如可良賈深藏,君子道消小人道长阴气郁郁阳气不扬如何如何良贾深藏,君子道消小人道长阴气郁郁阳气不扬如何如可良贾深藏,pos19: xlsx=何(如何如何良贾深) csv=可(如何如可良贾深),"[4, 4, 4, 4, 4, 4]",6
355,完全一致,True,True,去到长安，东北转角，逢着天门，便有下落。,去到長安東北轉角逢着天門便有下落,去到长安东北转角逢着天门便有下落,去到长安东北转角逢着天门便有下落,,"[4, 4, 4, 4]",4
356,真正差异,False,False,徐步入天台，为听好消息，采药有仙童，洞府列春色。,徐步入天台為見好消息採藥有仙童洞府列春色,徐步入天台为听好消息采药有仙童洞府列春色,徐步入天台为见好消息采药有仙童洞府列春色,pos6: xlsx=听(天台为听好消息) csv=见(天台为见好消息),"[5, 5, 5, 5]",4
357,完全一致,True,True,思量一夜，不如打干一番，若还错，烦恼及肺肝。,思量一夜不如打幹一番若還錯煩惱及肺肝,思量一夜不如打干一番若还错烦恼及肺肝,思量一夜不如打干一番若还错烦恼及肺肝,,"[4, 6, 3, 5]",4
358,真正差异,False,False,心细胆粗，可胜上将之任，勇往前行，成败何必在心，胸中把持得定，敌人自能受困。,心細膽粗可勝上將之任勇住前行成敗何必在心胸中把持得定敵人自能受困,心细胆粗可胜上将之任勇往前行成败何必在心胸中把持得定敌人自能受困,心细胆粗可胜上将之任勇住前行成败何必在心胸中把持得定敌人自能受困,pos11: xlsx=往(之任勇往前行成) csv=住(之任勇住前行成),"[4, 6, 4, 6, 6, 6]",6
359,完全一致,True,True,天念苦修人，终不落红尘，清心能见道，扰扰丧真灵。,天念苦修人終不落紅塵清心能見道擾擾喪真靈,天念苦修人终不落红尘清心能见道扰扰丧真灵,天念苦修人终不落红尘清心能见道扰扰丧真灵,,"[5, 5, 5, 5]",4
360,真正差异,False,False,捕兕于渊，求鱼于山，从朝至暮，功负力捐，改弦易辙，庶可图全。,補兇於淵求魚於山從朝至暮功負力捐數弦易轍庶可圖全,捕兕于渊求鱼于山从朝至暮功负力捐改弦易辙庶可图全,补凶于渊求鱼于山从朝至暮功负力捐数弦易辙庶可图全,pos0: xlsx=捕(捕兕于渊) csv=补(补凶于渊); pos1: xlsx=兕(捕兕于渊求) csv=凶(补凶于渊求); pos16: xlsx=改(负力捐改弦易辙) csv=数(负力捐数弦易辙),"[4, 4, 4, 4, 4, 4]",6
361,真正差异,False,False,手持一木鱼，沿街去化缘，不见徐公来，却遇一鸟去。,手持一木魚沿街去化來不見徐公來却遇一鳥去,手持一木鱼沿街去化缘不见徐公来却遇一鸟去,手持一木鱼沿街去化来不见徐公来却遇一鸟去,pos9: xlsx=缘(街去化缘不见徐) csv=来(街去化来不见徐),"[5, 5, 5, 5]",4
362,真正差异,False,False,水火既济，阴阳相契，育物新民，参天赞地。,水大旣濟陰陽相契育物新民參天贊地,水火既济阴阳相契育物新民参天赞地,水大既济阴阳相契育物新民参天赞地,pos1: xlsx=火(水火既济阴) csv=大(水大既济阴),"[4, 4, 4, 4]",4
363,真正差异,False,False,骑玉兔，到广寒，遇嫦娥，将桂攀，满身馥郁，两袖馨香。,騎玉兎到廣寒遇嫦娥將桂攀满身馥郁兩袖馨香,骑玉兔到广寒遇嫦娥将桂攀满身馥郁两袖馨香,骑玉兎到广寒遇嫦娥将桂攀满身馥郁两袖馨香,pos2: xlsx=兔(骑玉兔到广寒) csv=兎(骑玉兎到广寒),"[3, 3, 3, 3, 4, 4]",6
364,真正差异,False,False,一个神道，随尔去行，逢人说法，到处显灵。,一個神道隨爾去行逢人設法到處顯靈,一个神道随尔去行逢人说法到处显灵,一个神道随尔去行逢人设法到处显灵,pos10: xlsx=说(行逢人说法到处) csv=设(行逢人设法到处),"[4, 4, 4, 4]",4
365,真正差异,False,False,炉中火，沙里金，功力到，丹鼎成。,爐中大沙裏金功力到丹鼎成,炉中火沙里金功力到丹鼎成,炉中大沙里金功力到丹鼎成,pos2: xlsx=火(炉中火沙里金) csv=大(炉中大沙里金),"[3, 3, 3, 3]",4
366,真正差异,False,False,此去万里程，却遇见知音，同心共济，大立勋名。,此去萬里程却遇花知音同心共濟大立敷名,此去万里程却遇见知音同心共济大立勋名,此去万里程却遇花知音同心共济大立敷名,pos7: xlsx=见(程却遇见知音同) csv=花(程却遇花知音同); pos16: xlsx=勋(济大立勋名) csv=敷(济大立敷名),"[5, 5, 4, 4]",4
367,真正差异,False,False,寻芳春日，适见花开，朵朵堪摘，枝枝可栽。,尋芳春日適見花開朶朶堪摘枝枝可栽,寻芳春日适见花开朵朵堪摘枝枝可栽,寻芳春日适见花开朶朶堪摘枝枝可栽,pos8: xlsx=朵(见花开朵朵堪摘) csv=朶(见花开朶朶堪摘); pos9: xlsx=朵(花开朵朵堪摘枝) csv=朶(花开朶朶堪摘枝),"[4, 4, 4, 4]",4
368,真正差异,False,False,龙一吟，云便??兴，冲霄直上，快睹太平，为文为武，君君臣臣。,龍一吟雲便興冲霄直上快覩太平為文為武君君臣臣,龙一吟云便兴冲霄直上快睹太平为文为武君君臣臣,龙一吟云便兴冲霄直上快覩太平为文为武君君臣臣,pos11: xlsx=睹(直上快睹太平为) csv=覩(直上快覩太平为),"[3, 2, 1, 4, 4, 4, 4]",8
369,真正差异,False,False,虎出金榜，有勇亦何济，怎似山翁，非富犹有趣。,虎出金傷有勇成何際怎似山翁非富猶有趣,虎出金榜有勇亦何济怎似山翁非富犹有趣,虎出金伤有勇成何际怎似山翁非富犹有趣,pos3: xlsx=榜(虎出金榜有勇亦) csv=伤(虎出金伤有勇成); pos6: xlsx=亦(榜有勇亦何济怎) csv=成(伤有勇成何际怎); pos8: xlsx=济(勇亦何济怎似山) csv=际(勇成何际怎似山),"[4, 5, 4, 5]",4
370,真正差异,False,False,过羊肠，入康庄，五陵裘马，当思故乡。,過羊腸人康莊五陵裘馬當思故鄉,过羊肠入康庄五陵裘马当思故乡,过羊肠人康庄五陵裘马当思故乡,pos3: xlsx=入(过羊肠入康庄五) csv=人(过羊肠人康庄五),"[3, 3, 4, 4]",4
371,真正差异,False,False,火遭水克，火灭其光，水势滔滔，源远流长。,火遭水尅火滅其光水勢滔滔源遠流長,火遭水克火灭其光水势滔滔源远流长,火遭水尅火灭其光水势滔滔源远流长,pos3: xlsx=克(火遭水克火灭其) csv=尅(火遭水尅火灭其),"[4, 4, 4, 4]",4
372,完全一致,True,True,东阁筵开，佳客自来，高歌唱和，展挹舒怀。,東閣筵開佳客自來高歌唱和展挹舒懷,东阁筵开佳客自来高歌唱和展挹舒怀,东阁筵开佳客自来高歌唱和展挹舒怀,,"[4, 4, 4, 4]",4
373,真正差异,False,False,世界似清宁，不知辞已休，打叠要小心，须防遭火毐。,世界似清甯不知辭己休打壘要小心須防遭大毒,世界似清宁不知辞已休打叠要小心须防遭火毐,世界似清宁不知辞己休打垒要小心须防遭大毒,pos8: xlsx=已(不知辞已休打叠) csv=己(不知辞己休打垒); pos11: xlsx=叠(已休打叠要小心) csv=垒(己休打垒要小心); pos18: xlsx=火(须防遭火毐) csv=大(须防遭大毒); pos19: xlsx=毐(防遭火毐) csv=毒(防遭大毒),"[5, 5, 5, 5]",4
374,真正差异,False,False,跳龙门，须激浪，雷电轰轰，踊跃万丈。,跳龍門須汲浪雷電轟轟踴躍萬大,跳龙门须激浪雷电轰轰踊跃万丈,跳龙门须汲浪雷电轰轰踊跃万大,pos4: xlsx=激(龙门须激浪雷电) csv=汲(龙门须汲浪雷电); pos13: xlsx=丈(踊跃万丈) csv=大(踊跃万大),"[3, 3, 4, 4]",4
375,真正差异,False,False,山上有古松，亭亭冲汉斗，干老枝更长，天地生荣久。,山上有古松亭亭冲漢斗幹老技更長天地生榮久,山上有古松亭亭冲汉斗干老枝更长天地生荣久,山上有古松亭亭冲汉斗干老技更长天地生荣久,pos12: xlsx=枝(斗干老枝更长天) csv=技(斗干老技更长天),"[5, 5, 5, 5]",4
376,真正差异,False,False,诽谤言，勿计论，到头来，数已定，碌碌浮生，不如安分。,誹謗言勿計論釗頭來數已定碌碌浮生不如安分,诽谤言勿计论到头来数已定碌碌浮生不如安分,诽谤言勿计论钊头来数已定碌碌浮生不如安分,pos6: xlsx=到(勿计论到头来数) csv=钊(勿计论钊头来数),"[3, 3, 3, 3, 4, 4]",6
377,真正差异,False,False,一头猪，可祭天地，虽丧身，亦算好处。,一個猪可祭天地雖喪身亦算好處,一头猪可祭天地虽丧身亦算好处,一个猪可祭天地虽丧身亦算好处,pos1: xlsx=头(一头猪可祭) csv=个(一个猪可祭),"[3, 4, 3, 4]",4
378,真正差异,False,False,与其日营营，何如夜忖忖，日里多劳形，夜间却安稳。,與具日營營何如夜忖忖日裏多勞形夜間却安穩,与其日营营何如夜忖忖日里多劳形夜间却安稳,与具日营营何如夜忖忖日里多劳形夜间却安稳,pos1: xlsx=其(与其日营营) csv=具(与具日营营),"[5, 5, 5, 5]",4
379,完全一致,True,True,东风来，花自开，大家喝采，畅饮三杯。,東風來花自開大家喝采暢飲三杯,东风来花自开大家喝采畅饮三杯,东风来花自开大家喝采畅饮三杯,,"[3, 3, 4, 4]",4
380,真正差异,False,False,疏食饮水，乐在其中，膏梁美味，反使心朦。,疏食飲木樂在其中膏梁嗅味反使心朦,疏食饮水乐在其中膏梁美味反使心朦,疏食饮木乐在其中膏梁嗅味反使心朦,pos3: xlsx=水(疏食饮水乐在其) csv=木(疏食饮木乐在其); pos10: xlsx=美(中膏梁美味反使) csv=嗅(中膏梁嗅味反使),"[4, 4, 4, 4]",4
381,真正差异,False,False,黄牛辟土，大力开疆，西成时候，谷米盈仓。,黃牛闢士大力開疆西成時候穀米盈蒼,黄牛辟土大力开疆西成时候谷米盈仓,黄牛辟士大力开疆西成时候谷米盈苍,pos3: xlsx=土(黄牛辟土大力开) csv=士(黄牛辟士大力开); pos15: xlsx=仓(谷米盈仓) csv=苍(谷米盈苍),"[4, 4, 4, 4]",4
382,真正差异,False,False,蛇可化龙，头角将出，平地一声雷，方显龙蛇力。,蛇可化龍頭角將出平地一聲雷轟方顯龍蛇有力,蛇可化龙头角将出平地一声雷方显龙蛇力,蛇可化龙头角将出平地一声雷轰方显龙蛇有力,pos13: xlsx=方(一声雷方显龙蛇) csv=轰(一声雷轰方显龙); pos14: xlsx=显(声雷方显龙蛇力) csv=方(声雷轰方显龙蛇); pos15: xlsx=龙(雷方显龙蛇力) csv=显(雷轰方显龙蛇有); pos16: xlsx=蛇(方显龙蛇力) csv=龙(轰方显龙蛇有力); pos17: xlsx=力(显龙蛇力) csv=蛇(方显龙蛇有力); pos18: xlsx=<无>(龙蛇力) csv=有(显龙蛇有力); pos19: xlsx=<无>(蛇力) csv=力(龙蛇有力),"[4, 4, 5, 5]",4
383,完全一致,True,True,九华山顶，紫气腾腾，异尽一舟，取去前行。,九華山頂紫氣騰騰異盡一舟取去前行,九华山顶紫气腾腾异尽一舟取去前行,九华山顶紫气腾腾异尽一舟取去前行,,"[4, 4, 4, 4]",4
384,仅异体字,True,False,人非孔颜，鲜能无过，过而能改，仍复无过，开花不足凭，结果方为准，放开怀抱意欣欣。,人非孔顏鮮能無過過而能改仍復無過開花不足憑結果方為準放開懷抱意欣欣,人非孔颜鲜能无过过而能改仍复无过开花不足凭结果方为准放开怀抱意欣欣,人非孔颜鲜能无过过而能改仍复无过开花不足凭结果方为准放开怀抱意欣欣,,"[4, 4, 4, 4, 5, 5, 7]",7
